project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region
18237,2007,Namibia,OOF-like,"1,171,822,962","720,000,000",NAM,Africa
18258,2005,Zimbabwe,ODA-like,,,ZWE,Africa
18271,2005,Zimbabwe,OOF-like,"123,740,012","63,000,000",ZWE,Africa
18290,2005,Zimbabwe,ODA-like,,,ZWE,Africa
18302,2004,Zimbabwe,OOF-like,,,ZWE,Africa
18334,2006,Zimbabwe,ODA-like,,,ZWE,Africa
18464,2005,Kenya,ODA-like,"1,076,342","548,000",KEN,Africa
18545,2010,Liberia,ODA-like,,,LBR,Africa
18568,2008,Liberia,ODA-like,,,LBR,Africa
18590,2011,Liberia,ODA-like,,,LBR,Africa
18598,2001,Kenya,ODA-like,,,KEN,Africa
18606,2001,Uganda,ODA-like,"78,143,210","34,371,469",UGA,Africa
18617,2001,Uganda,ODA-like,"971,744","427,424",UGA,Africa
18629,2004,Uganda,ODA-like,"9,173,330","4,451,357",UGA,Africa
18641,2006,Liberia,ODA-like,,,LBR,Africa
18648,2012,Liberia,OOF-like,"63,542,126","60,000,000",LBR,Africa
18654,2002,Uganda,ODA-like,"815,924","361,000",UGA,Africa
18672,2000,Uganda,ODA-like,,,UGA,Africa
18721,2006,Zimbabwe,ODA-like,,,ZWE,Africa
18729,2006,Zimbabwe,ODA-like,,,ZWE,Africa
18750,2011,Mauritania,ODA-like,"10,307,148","9,285,825",MRT,Africa
18756,2011,Mauritania,Vague (Official Finance),"10,307,148","9,285,825",MRT,Africa
18770,2006,Zimbabwe,ODA-like,,,ZWE,Africa
18777,2006,Zimbabwe,OOF-like,"183,941","100,000",ZWE,Africa
18793,2006,Zimbabwe,OOF-like,"901,311,387","490,000,000",ZWE,Africa
18800,2006,Zimbabwe,OOF-like,"367,882,199","200,000,000",ZWE,Africa
18845,2006,Zimbabwe,ODA-like,"18,394,110","10,000,000",ZWE,Africa
18884,2006,Zimbabwe,ODA-like,,,ZWE,Africa
18954,2008,Liberia,ODA-like,,,LBR,Africa
18961,2006,Zimbabwe,ODA-like,,,ZWE,Africa
19014,2008,Kenya,ODA-like,"3,986,720","2,891,205",KEN,Africa
19020,2005,Namibia,ODA-like,"11,984,692","6,101,790",NAM,Africa
19052,2007,Zimbabwe,ODA-like,,,ZWE,Africa
19114,2006,"Congo, Dem. Rep.",ODA-like,,,COD,Africa
19149,2008,"Congo, Dem. Rep.",OOF-like,"304,739,794","221,000,000",COD,Africa
19193,2007,Zimbabwe,OOF-like,"40,688,297","25,000,000",ZWE,Africa
19200,2007,Zimbabwe,ODA-like,,,ZWE,Africa
19282,2007,Zimbabwe,ODA-like,,,ZWE,Africa
19313,2007,Zimbabwe,ODA-like,,,ZWE,Africa
19565,2010,Tunisia,ODA-like,,,TUN,Africa
19626,2010,Togo,ODA-like,"31,442,452","25,000,000",TGO,Africa
19632,2010,Liberia,ODA-like,,,LBR,Africa
19663,2006,"Congo, Dem. Rep.",ODA-like,"4,041,181","2,196,997",COD,Africa
19671,2011,Togo,OOF-like,"92,581,849","83,408,024",TGO,Africa
19678,2000,"Congo, Dem. Rep.",ODA-like,,,COD,Africa
19700,2010,Madagascar,ODA-like,,,MDG,Africa
19706,2001,Madagascar,ODA-like,"68,204,717","30,000,000",MDG,Africa
19719,2006,"Congo, Dem. Rep.",ODA-like,,,COD,Africa
19799,2003,Djibouti,ODA-like,"1,493,833","678,000",DJI,Africa
19823,2004,Djibouti,ODA-like,"1,281,814","622,000",DJI,Africa
19830,2004,Djibouti,ODA-like,"247,295","120,000",DJI,Africa
19844,2006,Zambia,ODA-like,"1,839,411","1,000,000",ZMB,Africa
19868,2008,Zimbabwe,ODA-like,,,ZWE,Africa
19874,2007,Zimbabwe,OOF-like,,,ZWE,Africa
19884,2008,Zimbabwe,OOF-like,"137,891,309","100,000,000",ZWE,Africa
19924,2008,Zimbabwe,Vague (Official Finance),"3,447,283","2,500,000",ZWE,Africa
19971,2009,Djibouti,ODA-like,,,DJI,Africa
19993,2008,Zimbabwe,ODA-like,"9,922,158","7,195,637",ZWE,Africa
20000,2009,Djibouti,ODA-like,"11,128,210","8,200,000",DJI,Africa
20007,2008,Zimbabwe,ODA-like,,,ZWE,Africa
20080,2002,Mauritius,ODA-like,"5,461,370","2,416,347",MUS,Africa
20089,2006,Mauritius,ODA-like,"4,060,757","2,207,640",MUS,Africa
20104,2004,Mauritius,ODA-like,"4,979,688","2,416,393",MUS,Africa
20111,2008,Zimbabwe,ODA-like,"689,457","500,000",ZWE,Africa
20162,2006,Mauritius,ODA-like,"133,801,546","72,741,517",MUS,Africa
20170,2010,Mauritius,ODA-like,,,MUS,Africa
20178,2007,Mauritius,ODA-like,"6,418,107","3,943,460",MUS,Africa
20184,2007,Mauritius,ODA-like,"2,139,369","1,314,487",MUS,Africa
20202,2009,Zimbabwe,ODA-like,"203,565","150,000",ZWE,Africa
20216,2006,Zimbabwe,ODA-like,"9,227,693","5,016,656",ZWE,Africa
20224,2009,Zimbabwe,ODA-like,"6,785,494","5,000,000",ZWE,Africa
20244,2007,Cote D'Ivoire,ODA-like,"40,095,908","24,636,020",CIV,Africa
20251,2009,Zimbabwe,ODA-like,"13,571","10,000",ZWE,Africa
20273,2006,Mauritius,ODA-like,"6,920,770","3,762,492",MUS,Africa
20304,2009,Zimbabwe,OOF-like,"1,289,243,848","950,000,000",ZWE,Africa
20311,2009,Zimbabwe,ODA-like,"678,549","500,000",ZWE,Africa
20346,2010,Mauritius,ODA-like,,,MUS,Africa
20353,2010,Mauritius,ODA-like,"3,187","2,534",MUS,Africa
20383,2009,Zimbabwe,ODA-like,,,ZWE,Africa
20419,2009,Mauritius,Vague (Official Finance),"1,061,567,021","782,232,680",MUS,Africa
20443,2007,Zimbabwe,ODA-like,"16,275,319","10,000,000",ZWE,Africa
20451,2009,Zimbabwe,ODA-like,"2,035,648","1,500,000",ZWE,Africa
20463,2009,Zimbabwe,ODA-like,,,ZWE,Africa
20482,2010,Mauritius,ODA-like,,,MUS,Africa
20502,2009,Mauritius,ODA-like,,,MUS,Africa
20517,2009,Mauritius,ODA-like,,,MUS,Africa
20525,2009,Mauritius,ODA-like,"16,985","12,516",MUS,Africa
20539,2009,Mauritius,ODA-like,,,MUS,Africa
20563,2005,Mauritius,ODA-like,"5,327","2,712",MUS,Africa
20586,2006,Mauritius,ODA-like,"44,712","24,308",MUS,Africa
20599,2005,Mauritius,ODA-like,,,MUS,Africa
20618,2004,Mauritius,ODA-like,"55,457","26,911",MUS,Africa
20625,2004,Mauritius,ODA-like,"14,539","7,055",MUS,Africa
20697,2010,Niger,ODA-like,"1,857,678","1,477,046",NER,Africa
20704,2005,Niger,ODA-like,"558,553","284,377",NER,Africa
20710,2006,Niger,ODA-like,,,NER,Africa
20814,2007,Mauritius,ODA-like,,,MUS,Africa
20827,2007,Mauritius,ODA-like,,,MUS,Africa
20864,2001,Mauritius,ODA-like,"5,493,468","2,416,314",MUS,Africa
20881,2001,Mauritius,ODA-like,"5,493,468","2,416,314",MUS,Africa
20887,2010,Zimbabwe,Vague (Official Finance),,,ZWE,Africa
20898,2010,Zimbabwe,ODA-like,,,ZWE,Africa
20910,2003,Mauritius,ODA-like,"36,087,886","16,379,062",MUS,Africa
20930,2010,Zimbabwe,ODA-like,"9,288,391","7,385,231",ZWE,Africa
20949,2010,Zimbabwe,ODA-like,,,ZWE,Africa
20963,2010,Zimbabwe,ODA-like,"68,775,962","54,684,000",ZWE,Africa
20995,2008,Mauritius,ODA-like,,,MUS,Africa
21013,2009,Mauritius,OOF-like,,,MUS,Africa
21041,2010,Zimbabwe,ODA-like,"3,647,324","2,900,000",ZWE,Africa
21051,2010,Zimbabwe,ODA-like,"12,576,981","10,000,000",ZWE,Africa
21057,2010,Zimbabwe,OOF-like,"37,730,943","30,000,000",ZWE,Africa
21071,2010,Zimbabwe,Vague (Official Finance),,,ZWE,Africa
21096,2003,Mauritius,ODA-like,"5,323,871","2,416,324",MUS,Africa
21120,2005,Mauritius,OOF-like,"719,082","366,107",MUS,Africa
21130,2010,Zimbabwe,ODA-like,,,ZWE,Africa
21137,2006,Mauritius,ODA-like,"50,752,311","27,591,610",MUS,Africa
21158,2006,Mauritius,ODA-like,"1,153,462","627,082",MUS,Africa
21229,2006,Mauritius,ODA-like,"23,069,232","12,541,641",MUS,Africa
21235,2002,Niger,ODA-like,"955,740","422,861",NER,Africa
21243,2008,Niger,ODA-like,"297,665","215,869",NER,Africa
21258,2006,Niger,ODA-like,"461,385","250,833",NER,Africa
21265,2006,Niger,ODA-like,"230,692","125,416",NER,Africa
21273,2011,Niger,ODA-like,,,NER,Africa
21286,2010,Niger,ODA-like,,,NER,Africa
21293,2007,Niger,ODA-like,"534,842","328,622",NER,Africa
21300,2003,Niger,ODA-like,"69,210","31,412",NER,Africa
21307,2002,Niger,ODA-like,"1,365,342","604,087",NER,Africa
21328,2010,Niger,ODA-like,,,NER,Africa
21389,2007,Mozambique,Vague (Official Finance),"122,064,892","75,000,000",MOZ,Africa
21407,2009,Niger,ODA-like,,,NER,Africa
21414,2007,Niger,ODA-like,,,NER,Africa
21420,2011,Niger,ODA-like,,,NER,Africa
21460,2010,Zimbabwe,ODA-like,"1,886,547","1,500,000",ZWE,Africa
21512,2010,Zimbabwe,Vague (Official Finance),"182,366,223","145,000,000",ZWE,Africa
21518,2010,Zimbabwe,Vague (Official Finance),"377,309,426","300,000,000",ZWE,Africa
21546,2010,Zimbabwe,ODA-like,,,ZWE,Africa
21555,2010,Zimbabwe,ODA-like,,,ZWE,Africa
21591,2004,Comoros,ODA-like,"3,339,182","1,620,337",COM,Africa
21604,2008,Ghana,Vague (Official Finance),,,GHA,Africa
21627,2010,Comoros,ODA-like,"6,771,685","5,384,189",COM,Africa
21646,2006,Ghana,ODA-like,"6,897,791","3,750,000",GHA,Africa
21687,2005,Cape Verde,ODA-like,"31,011,259","15,788,824",CPV,Africa
21715,2010,Zimbabwe,OOF-like,,,ZWE,Africa
21726,2010,Lesotho,ODA-like,,,LSO,Africa
21734,2009,Lesotho,ODA-like,"8,008","5,901",LSO,Africa
21745,2007,Lesotho,ODA-like,"4,278,738","2,628,973",LSO,Africa
21751,2006,Lesotho,ODA-like,"5,432,763","2,953,534",LSO,Africa
21758,2002,Lesotho,ODA-like,,,LSO,Africa
21773,2011,Lesotho,ODA-like,,,LSO,Africa
21788,2003,Lesotho,ODA-like,,,LSO,Africa
21879,2002,Algeria,ODA-like,,,DZA,Africa
21904,2004,Mozambique,ODA-like,"24,729,529","12,000,000",MOZ,Africa
21911,2011,Zimbabwe,ODA-like,"8,589,290","7,738,188",ZWE,Africa
21951,2010,Mozambique,ODA-like,"50,307,924","40,000,000",MOZ,Africa
21987,2004,Mozambique,Vague (Official Finance),"8,037,097","3,900,000",MOZ,Africa
22002,2009,Mozambique,Vague (Official Finance),,,MOZ,Africa
22008,2010,Mozambique,ODA-like,,,MOZ,Africa
22041,2011,Zimbabwe,OOF-like,"371,512,758","334,700,000",ZWE,Africa
22055,2011,Zimbabwe,Vague (Official Finance),"159,838,175","144,000,000",ZWE,Africa
22062,2011,Zimbabwe,ODA-like,"110,443,739","99,500,000",ZWE,Africa
22114,2011,Zimbabwe,ODA-like,,,ZWE,Africa
22121,2010,Zimbabwe,ODA-like,,,ZWE,Africa
22128,2011,Zimbabwe,ODA-like,,,ZWE,Africa
22136,2011,Zimbabwe,ODA-like,,,ZWE,Africa
22159,2011,Zimbabwe,ODA-like,,,ZWE,Africa
22180,2006,Sierra Leone,ODA-like,,,SLE,Africa
22186,2009,Sierra Leone,ODA-like,,,SLE,Africa
22211,2011,Sierra Leone,Vague (Official Finance),,,SLE,Africa
22222,2009,Sierra Leone,ODA-like,,,SLE,Africa
22271,2011,Zimbabwe,ODA-like,,,ZWE,Africa
22289,2011,Zimbabwe,ODA-like,"2,219,975","2,000,000",ZWE,Africa
22333,2011,Zimbabwe,ODA-like,"15,460,722","13,928,738",ZWE,Africa
22358,2005,Lesotho,ODA-like,"239,694","122,036",LSO,Africa
22368,2007,Lesotho,ODA-like,,,LSO,Africa
22376,2005,Lesotho,ODA-like,"17,905,129","9,116,074",LSO,Africa
22429,2002,Algeria,Vague (Official Finance),,,DZA,Africa
22458,2011,Zimbabwe,ODA-like,"171,786","154,764",ZWE,Africa
22487,2011,Zimbabwe,ODA-like,,,ZWE,Africa
22494,2011,Zimbabwe,OOF-like,"22,199,747","20,000,000",ZWE,Africa
22506,2011,Zimbabwe,ODA-like,,,ZWE,Africa
22595,2010,Cameroon,OOF-like,"16,973,955","13,496,049",CMR,Africa
22643,2008,Sudan,ODA-like,,,SDN,Africa
22683,2001,Guinea-Bissau,ODA-like,"13,186,245","5,800,000",GNB,Africa
22818,2007,Cameroon,OOF-like,"133,653,027","82,120,066",CMR,Africa
22824,2007,Cameroon,Vague (Official Finance),"465,558,044","286,051,565",CMR,Africa
22830,2003,Niger,ODA-like,,,NER,Africa
22839,2007,Cameroon,ODA-like,"339,588","208,652",CMR,Africa
22850,2009,Cameroon,ODA-like,"542,840","400,000",CMR,Africa
22856,2007,Cameroon,ODA-like,"4,882,596","3,000,000",CMR,Africa
22930,2008,Guinea,ODA-like,,,GIN,Africa
23049,2011,Mozambique,OOF-like,"35,519,594","32,000,000",MOZ,Africa
23098,2006,Burundi,ODA-like,"23,075,107","12,544,835",BDI,Africa
23105,2004,Namibia,OOF-like,"9,570,707","4,644,184",NAM,Africa
23142,2008,Tanzania,ODA-like,"96,523,917","70,000,000",TZA,Africa
23150,2010,Tanzania,ODA-like,"130,037,471","103,393,233",TZA,Africa
23220,2010,Tanzania,ODA-like,"232,036","184,492",TZA,Africa
23248,2011,Rwanda,ODA-like,,,RWA,Africa
23288,2006,Tanzania,ODA-like,,,TZA,Africa
23296,2006,Tanzania,ODA-like,,,TZA,Africa
23346,2011,Malawi,ODA-like,,,MWI,Africa
23358,2009,Malawi,ODA-like,"1,357,099","1,000,000",MWI,Africa
23366,2009,Malawi,ODA-like,"407,130","300,000",MWI,Africa
23385,2009,Malawi,ODA-like,,,MWI,Africa
23426,2006,Uganda,ODA-like,"183,941","100,000",UGA,Africa
23431,2005,Malawi,Vague (Official Finance),"491,032","250,000",MWI,Africa
23467,2008,Uganda,ODA-like,"8,273,479","6,000,000",UGA,Africa
23505,2007,Tanzania,ODA-like,,,TZA,Africa
23566,2009,Gabon,ODA-like,,,GAB,Africa
23749,2003,Central African Rep.,ODA-like,"189,547","86,029",CAF,Africa
23762,2004,"Congo, Rep.",ODA-like,"24,729,529","12,000,000",COG,Africa
23895,2009,Zimbabwe,OOF-like,"271,419,758","200,000,000",ZWE,Africa
24202,2005,Ghana,ODA-like,"119,847","61,018",GHA,Africa
24212,2001,Ghana,OOF-like,"59,438,069","26,143,970",GHA,Africa
24242,2010,Ghana,OOF-like,,,GHA,Africa
24282,2007,Rwanda,ODA-like,,,RWA,Africa
24320,2003,Rwanda,ODA-like,,,RWA,Africa
24426,2011,Libya,ODA-like,"3,435,716","3,095,275",LBY,Africa
24549,2007,Ghana,ODA-like,,,GHA,Africa
24574,2011,South Sudan,ODA-like,"34,357,161","30,952,750",SSD,Africa
24580,2011,South Sudan,ODA-like,,,SSD,Africa
24920,2011,Liberia,ODA-like,"6,659,924","6,000,000",LBR,Africa
25009,2011,Liberia,ODA-like,,,LBR,Africa
25046,2005,Zambia,ODA-like,"15,713,017","8,000,000",ZMB,Africa
25103,2006,Zambia,ODA-like,"18,394,110","10,000,000",ZMB,Africa
25286,2009,Togo,ODA-like,,,TGO,Africa
25296,2009,Togo,ODA-like,"4,885,556","3,600,000",TGO,Africa
25430,2001,Namibia,ODA-like,,,NAM,Africa
25554,2005,Namibia,ODA-like,"59,923,459","30,508,950",NAM,Africa
25580,2010,Seychelles,ODA-like,"7,430,713","5,908,185",SYC,Africa
25599,2010,Tanzania,ODA-like,,,TZA,Africa
25657,2010,Malawi,Vague (Official Finance),"75,461,885","60,000,000",MWI,Africa
25723,2011,Zimbabwe,ODA-like,"22,200","20,000",ZWE,Africa
26654,2010,Zimbabwe,ODA-like,"1,886,547","1,500,000",ZWE,Africa
26657,2010,Zimbabwe,ODA-like,,,ZWE,Africa
26665,2010,Zimbabwe,ODA-like,,,ZWE,Africa
26668,2010,Zimbabwe,ODA-like,"12,576,981","10,000,000",ZWE,Africa
26746,2010,Zimbabwe,ODA-like,,,ZWE,Africa
26880,2006,Cameroon,Vague (Official Finance),"114,043,482","62,000,000",CMR,Africa
27492,2011,Niger,ODA-like,,,NER,Africa
27498,2009,Mozambique,ODA-like,,,MOZ,Africa
27562,2008,Ghana,OOF-like,,,GHA,Africa
27650,2003,Lesotho,ODA-like,"9,829","4,461",LSO,Africa
27714,2007,Zimbabwe,OOF-like,"68,356,339","42,000,000",ZWE,Africa
27948,2002,Nigeria,OOF-like,"259,694,248","114,900,000",NGA,Africa
27983,2011,Sierra Leone,ODA-like,,,SLE,Africa
28056,2010,Ghana,OOF-like,"7,420,418,719","5,900,000,000",GHA,Africa
28482,2004,Nigeria,Vague (Official Finance),"206,079,411","100,000,000",NGA,Africa
28496,2007,Somalia,ODA-like,"813,766","500,000",SOM,Africa
28502,2007,Somalia,ODA-like,"214,834","132,000",SOM,Africa
30004,2010,Zambia,OOF-like,"46,534,829","37,000,000",ZMB,Africa
30005,2006,Sierra Leone,ODA-like,"55,182,330","30,000,000",SLE,Africa
30006,2004,Togo,Vague (Official Finance),"31,207,320","15,143,347",TGO,Africa
30011,2009,Uganda,OOF-like,"1,966,690","1,449,187",UGA,Africa
30012,2005,Zambia,Vague (Official Finance),,,ZMB,Africa
30017,2002,Tanzania,ODA-like,"5,144,296","2,276,060",TZA,Africa
30022,2011,Ethiopia,ODA-like,"332,996,198","300,000,000",ETH,Africa
30036,2009,Ethiopia,OOF-like,"172,351,546","127,000,000",ETH,Africa
30048,2011,Malawi,ODA-like,"177,297","159,729",MWI,Africa
30049,2012,Angola,ODA-like,"16,777,243","15,842,004",AGO,Africa
30050,2012,Angola,Vague (Official Finance),"529,517,717","500,000,000",AGO,Africa
30052,2012,Angola,ODA-like,,,AGO,Africa
30058,2012,Burundi,ODA-like,"1,426,066","1,346,570",BDI,Africa
30060,2009,Burundi,ODA-like,,,BDI,Africa
30061,2009,Burundi,ODA-like,,,BDI,Africa
30062,2009,Burundi,ODA-like,,,BDI,Africa
30063,2011,Burundi,ODA-like,,,BDI,Africa
30064,2007,Burundi,ODA-like,"2,139,369","1,314,487",BDI,Africa
30065,2011,Burundi,ODA-like,"1,553,982","1,400,000",BDI,Africa
30070,2010,Comoros,Vague (Official Finance),,,COM,Africa
30071,2010,Comoros,ODA-like,,,COM,Africa
30072,2012,Comoros,ODA-like,,,COM,Africa
30073,2012,Comoros,Vague (Official Finance),,,COM,Africa
30074,2012,Comoros,ODA-like,,,COM,Africa
30075,2012,Comoros,ODA-like,,,COM,Africa
30076,2012,Comoros,ODA-like,,,COM,Africa
30077,2012,Comoros,ODA-like,"243,578","230,000",COM,Africa
30079,2008,Comoros,ODA-like,,,COM,Africa
30080,2006,Comoros,ODA-like,,,COM,Africa
30083,2012,Botswana,ODA-like,,,BWA,Africa
30086,2012,Ghana,ODA-like,"79,801,562","75,353,061",GHA,Africa
30087,2012,Ghana,ODA-like,"33,554,487","31,684,007",GHA,Africa
30088,2009,Egypt,ODA-like,,,EGY,Africa
30089,2010,"Congo, Dem. Rep.",ODA-like,,,COD,Africa
30096,2012,Burundi,ODA-like,"211,807","200,000",BDI,Africa
30101,2012,Comoros,ODA-like,,,COM,Africa
30103,2013,Djibouti,Vague (Official Finance),"71,172,735","70,000,000",DJI,Africa
30110,2012,Ethiopia,OOF-like,"26,475,886","25,000,000",ETH,Africa
30111,2013,Ghana,ODA-like,,,GHA,Africa
30113,2011,Ethiopia,ODA-like,"136,528,441","123,000,000",ETH,Africa
30118,2011,Ghana,ODA-like,"17,759,797","16,000,000",GHA,Africa
30120,2012,Cote D'Ivoire,Vague (Official Finance),"103,719,799","97,937,987",CIV,Africa
30122,2012,Cote D'Ivoire,ODA-like,,,CIV,Africa
30127,2011,Botswana,ODA-like,,,BWA,Africa
30128,2012,Botswana,ODA-like,,,BWA,Africa
30129,2012,Nigeria,Vague (Official Finance),"32,406,484","30,600,000",NGA,Africa
30132,2011,Botswana,ODA-like,"2,922","2,632",BWA,Africa
30135,2013,Zimbabwe,ODA-like,"16,268,054","16,000,000",ZWE,Africa
30137,2012,Zimbabwe,ODA-like,"171,563,740","162,000,000",ZWE,Africa
30140,2011,Kenya,ODA-like,"137,482","123,859",KEN,Africa
30143,2012,"Congo, Rep.",ODA-like,,,COG,Africa
30145,2012,Zimbabwe,OOF-like,,,ZWE,Africa
30160,2012,Zambia,ODA-like,"6,354,213","6,000,000",ZMB,Africa
30166,2012,Cameroon,ODA-like,"13,442,086","12,692,763",CMR,Africa
30170,2012,Equatorial Guinea,OOF-like,,,GNQ,Africa
30171,2013,Ethiopia,Vague (Official Finance),"2,846,909,419","2,800,000,000",ETH,Africa
30173,2008,Kenya,ODA-like,"31,715","23,000",KEN,Africa
30175,2012,Rwanda,ODA-like,"20,132,692","19,010,404",RWA,Africa
30183,2012,Tanzania,ODA-like,"1,297,318,408","1,230,000,000",TZA,Africa
30188,2012,Cameroon,ODA-like,"3,028,618","2,859,789",CMR,Africa
30190,2009,Cameroon,ODA-like,"2,299,260","1,694,247",CMR,Africa
30199,2013,Cameroon,ODA-like,"617,412","607,238",CMR,Africa
30200,2013,"Congo, Rep.",ODA-like,"1,641,047","1,614,007",COG,Africa
30201,2006,"Congo, Rep.",ODA-like,"11,036,466","6,000,000",COG,Africa
30210,2012,Cape Verde,ODA-like,"12,708,425","12,000,000",CPV,Africa
30214,2012,Djibouti,ODA-like,,,DJI,Africa
30220,2013,"Congo, Rep.",ODA-like,,,COG,Africa
30221,2012,Chad,ODA-like,"11,649,390","11,000,000",TCD,Africa
30223,2012,Guinea,ODA-like,,,GIN,Africa
30225,2011,Mali,Vague (Official Finance),"106,335,412","95,798,763",MLI,Africa
30226,2012,Ethiopia,ODA-like,"105,903,544","100,000,000",ETH,Africa
30228,2012,Mali,ODA-like,"4,194,311","3,960,501",MLI,Africa
30229,2012,Mali,ODA-like,"503,317","475,260",MLI,Africa
30233,2008,Mali,ODA-like,"7,937,727","5,756,510",MLI,Africa
30234,2009,Mali,ODA-like,"29,798,334","21,957,380",MLI,Africa
30235,2012,"Congo, Rep.",ODA-like,"635,421,261","600,000,000",COG,Africa
30237,2012,Ethiopia,ODA-like,"16,777,243","15,842,004",ETH,Africa
30238,2012,Ethiopia,ODA-like,"15,313,003","14,459,387",ETH,Africa
30239,2012,Ethiopia,ODA-like,"11,963,284","11,296,396",ETH,Africa
30240,2012,Uganda,OOF-like,"95,313","90,000",UGA,Africa
30241,2012,Ethiopia,ODA-like,"310,615,093","293,300,000",ETH,Africa
30244,2012,Ethiopia,Vague (Official Finance),"1,080,216,143","1,020,000,000",ETH,Africa
30246,2013,Cameroon,ODA-like,"16,410,475","16,140,074",CMR,Africa
30248,2013,Cameroon,ODA-like,"11,487,332","11,298,052",CMR,Africa
30249,2013,Cameroon,ODA-like,"738,471","726,303",CMR,Africa
30251,2013,Cameroon,ODA-like,,,CMR,Africa
30252,2012,Togo,ODA-like,"17,010,047","16,061,830",TGO,Africa
30254,2012,Sierra Leone,ODA-like,"15,885,532","15,000,000",SLE,Africa
30256,2012,Uganda,ODA-like,"8,456,848","7,985,425",UGA,Africa
30257,2012,Uganda,ODA-like,"10,993,902","10,381,052",UGA,Africa
30258,2009,Sierra Leone,ODA-like,,,SLE,Africa
30259,2013,Uganda,ODA-like,,,UGA,Africa
30260,2012,Zimbabwe,ODA-like,"13,421,795","12,673,603",ZWE,Africa
30264,2012,Zimbabwe,ODA-like,,,ZWE,Africa
30269,2013,Mauritius,OOF-like,,,MUS,Africa
30273,2013,Sierra Leone,ODA-like,"30,502,601","30,000,000",SLE,Africa
30274,2012,Sierra Leone,ODA-like,"167,772","158,420",SLE,Africa
30275,2012,Zimbabwe,ODA-like,,,ZWE,Africa
30279,2012,Lesotho,ODA-like,,,LSO,Africa
30280,2012,Lesotho,ODA-like,"9,531,319","9,000,000",LSO,Africa
30281,2012,Lesotho,ODA-like,"8,472,283","8,000,000",LSO,Africa
30284,2012,Zimbabwe,ODA-like,,,ZWE,Africa
30290,2012,Tanzania,ODA-like,,,TZA,Africa
30293,2012,Tanzania,ODA-like,"554,014,283","523,131,016",TZA,Africa
30304,2012,Zimbabwe,ODA-like,"15,885,532","15,000,000",ZWE,Africa
30305,2012,Zimbabwe,Vague (Official Finance),"54,010,807","51,000,000",ZWE,Africa
30307,2012,Tanzania,OOF-like,"317,711","300,000",TZA,Africa
30309,2012,Tanzania,ODA-like,"10,035","9,476",TZA,Africa
30311,2013,Tanzania,ODA-like,"5,082","4,999",TZA,Africa
30313,2012,Liberia,ODA-like,"1,482,650","1,400,000",LBR,Africa
30315,2012,Namibia,ODA-like,"133,438,465","126,000,000",NAM,Africa
30316,2009,Namibia,ODA-like,"3,203","2,360",NAM,Africa
30323,2012,Tunisia,ODA-like,"30,512,100","28,811,217",TUN,Africa
30328,2012,Tunisia,ODA-like,,,TUN,Africa
30329,2012,Tunisia,ODA-like,,,TUN,Africa
30330,2013,Tanzania,OOF-like,,,TZA,Africa
30333,2012,Malawi,ODA-like,"28,059","26,495",MWI,Africa
30337,2013,Tunisia,ODA-like,"12,516,519","12,310,281",TUN,Africa
30338,2008,Namibia,ODA-like,"3,968,863","2,878,255",NAM,Africa
30339,2011,Niger,Vague (Official Finance),"48,222,874","43,444,527",NER,Africa
30340,2012,Nigeria,ODA-like,"105,903,544","100,000,000",NGA,Africa
30341,2012,Nigeria,ODA-like,"529,517,717","500,000,000",NGA,Africa
30343,2012,South Sudan,ODA-like,,,SSD,Africa
30344,2012,South Sudan,ODA-like,,,SSD,Africa
30346,2012,Djibouti,Vague (Official Finance),"67,778,268","64,000,000",DJI,Africa
30350,2012,Liberia,ODA-like,,,LBR,Africa
30352,2012,Liberia,ODA-like,"1,588,553","1,500,000",LBR,Africa
30353,2012,Rwanda,ODA-like,"120,104,394","113,409,231",RWA,Africa
30354,2012,Liberia,ODA-like,,,LBR,Africa
30356,2007,Rwanda,ODA-like,"813,766","500,000",RWA,Africa
30360,2012,Liberia,ODA-like,"330,293","311,881",LBR,Africa
30362,2012,Mauritius,ODA-like,"9,515,469","8,985,033",MUS,Africa
30364,2012,Kenya,ODA-like,"106,492,885","100,556,489",KEN,Africa
30369,2012,Egypt,Vague (Official Finance),"211,807,087","200,000,000",EGY,Africa
30371,2012,Nigeria,OOF-like,"981,725,848","927,000,000",NGA,Africa
30372,2013,Mauritania,ODA-like,"131,161,184","129,000,000",MRT,Africa
30373,2013,Mauritania,ODA-like,"133,194,691","131,000,000",MRT,Africa
30374,2012,Egypt,ODA-like,"15,099,519","14,257,803",EGY,Africa
30376,2012,Mozambique,ODA-like,"317,710,630","300,000,000",MOZ,Africa
30377,2012,Mozambique,ODA-like,"2,118,071","2,000,000",MOZ,Africa
30379,2012,Mozambique,ODA-like,"9,954,933","9,400,000",MOZ,Africa
30380,2012,Seychelles,ODA-like,,,SYC,Africa
30381,2012,Mozambique,ODA-like,"15,144,207","14,300,000",MOZ,Africa
30384,2012,Kenya,Vague (Official Finance),"76,674,878","72,400,672",KEN,Africa
30385,2012,Namibia,ODA-like,"3,355,449","3,168,401",NAM,Africa
30390,2013,Rwanda,ODA-like,"7,861,868","7,732,326",RWA,Africa
30391,2013,Mozambique,ODA-like,"1,626,805","1,600,000",MOZ,Africa
30394,2012,Mali,ODA-like,"497,855","470,102",MLI,Africa
