project_id,year,recipient_condensed,flow_class,usd_defl_2014,usd_current,recipient_iso3,recipient_region,special
40057,2000,St. Lucia,ODA-like,47269066.83,20370370.37,LCA,Latin America and the Caribbean,
40058,2002,St. Lucia,ODA-like,,,LCA,Latin America and the Caribbean,
40060,2006,St. Lucia,ODA-like,,,LCA,Latin America and the Caribbean,
40063,2009,Tajikistan,Vague (Official Finance),46617646.17,34350960,TJK,Asia,
40064,2009,Uzbekistan,ODA-like,4966389.023,3659563.378,UZB,Asia,
40065,2007,Uzbekistan,ODA-like,73190109.2,44970000,UZB,Asia,
40068,2007,Uzbekistan,OOF-like,289049664.1,177600000,UZB,Asia,
40069,2010,Uzbekistan,ODA-like,557303.4466,443113.8537,UZB,Asia,
40070,2009,Uzbekistan,OOF-like,95146196,70110000,UZB,Asia,
40074,2005,"Micronesia, Federated States of",Vague (Official Finance),,,FSM,The Pacific,
40075,2005,"Micronesia, Federated States of",ODA-like,,,FSM,The Pacific,
40076,2004,"Micronesia, Federated States of",ODA-like,,,FSM,The Pacific,
40077,2002,"Micronesia, Federated States of",ODA-like,,,FSM,The Pacific,
40085,2002,Kazakhstan,OOF-like,388750310.3,172000000,KAZ,Asia,
40089,2002,Kazakhstan,ODA-like,273068.4823,120817.3414,KAZ,Asia,
40094,2010,Uzbekistan,Vague (Official Finance),88038866.16,70000000,UZB,Asia,
40099,2010,Costa Rica,ODA-like,,,CRI,Latin America and the Caribbean,
40109,2000,Jamaica,OOF-like,28030202.26,12079476.92,JAM,Latin America and the Caribbean,
40113,2006,Kazakhstan,ODA-like,1153461.603,627082.043,KAZ,Asia,
40128,2011,Uzbekistan,Vague (Official Finance),46619467.68,42000000,UZB,Asia,
40129,2010,Uzbekistan,Vague (Official Finance),52446010.27,41700000,UZB,Asia,
40131,2011,Uzbekistan,OOF-like,46808165.53,42170000,UZB,Asia,
40132,2012,Uzbekistan,Vague (Official Finance),39290214.63,37100000,UZB,Asia,
40145,2012,Uzbekistan,ODA-like,8388621.638,7921001.85,UZB,Asia,
40146,2012,Uzbekistan,Vague (Official Finance),52951771.74,50000000,UZB,Asia,
40148,2012,Uzbekistan,OOF-like,232987795.7,220000000,UZB,Asia,
40149,2011,Uzbekistan,OOF-like,55499366.29,50000000,UZB,Asia,
40151,2007,Kazakhstan,OOF-like,,,KAZ,Asia,
40152,2007,Kazakhstan,OOF-like,476541338.1,292800000,KAZ,Asia,
40154,2007,Kazakhstan,ODA-like,644502.6294,396000,KAZ,Asia,
40155,2009,Dominica,ODA-like,13570987.88,10000000,DMA,Latin America and the Caribbean,
40158,2000,Tajikistan,ODA-like,2803020.226,1207947.692,TJK,Asia,
40162,2006,Kazakhstan,OOF-like,367882198.6,200000000,KAZ,Asia,
40165,2000,Turkmenistan,OOF-like,28030202.26,12079476.92,TKM,Asia,
40168,2003,Turkmenistan,ODA-like,3992903.21,1812242.787,TKM,Asia,
40169,2003,Turkmenistan,ODA-like,66098812.55,30000000,TKM,Asia,
40183,2004,Haiti,ODA-like,,,HTI,Latin America and the Caribbean,
40184,2007,Haiti,ODA-like,,,HTI,Latin America and the Caribbean,
40185,2012,Kyrgyz Republic,ODA-like,7046442.176,6653641.554,KGZ,Asia,
40187,2010,Haiti,ODA-like,2389626.367,1900000,HTI,Latin America and the Caribbean,
40190,2010,Haiti,ODA-like,2414981.602,1920160.033,HTI,Latin America and the Caribbean,
40192,2010,Haiti,ODA-like,3270015.029,2600000,HTI,Latin America and the Caribbean,
40193,2010,Haiti,ODA-like,,,HTI,Latin America and the Caribbean,
40195,2012,Kyrgyz Republic,OOF-like,137462799.4,129800000,KGZ,Asia,
40197,2000,Mongolia,ODA-like,,,MNG,Asia,
40201,2001,Mongolia,ODA-like,12360303.31,5436707.562,MNG,Asia,
40202,2010,Haiti,ODA-like,928839.0776,738523.0895,HTI,Latin America and the Caribbean,
40204,2010,Haiti,ODA-like,,,HTI,Latin America and the Caribbean,
40206,2002,Mongolia,ODA-like,2040385.381,902754.9977,MNG,Asia,
40207,2002,Mongolia,ODA-like,2184547.859,966538.7312,MNG,Asia,
40208,2002,Mongolia,ODA-like,13653424.12,6040867.07,MNG,Asia,
40209,2010,Haiti,ODA-like,2229213.786,1772455.415,HTI,Latin America and the Caribbean,
40211,2002,Mongolia,ODA-like,9040704.891,4000000,MNG,Asia,
40212,2002,Mongolia,ODA-like,,,MNG,Asia,
40213,2005,Turkmenistan,OOF-like,47139052.32,24000000,TKM,Asia,
40220,2003,Tajikistan,ODA-like,4406587.504,2000000,TJK,Asia,
40221,2003,Tajikistan,OOF-like,,,TJK,Asia,
40222,2003,Tajikistan,ODA-like,1542305.626,700000,TJK,Asia,
40228,2013,Uzbekistan,Vague (Official Finance),168374356,165599999,UZB,Asia,
40242,2013,Uzbekistan,Vague (Official Finance),305026009.2,300000000,UZB,Asia,
40249,2003,Mongolia,ODA-like,1330967.737,604080.9291,MNG,Asia,
40253,2004,"Africa, regional",ODA-like,,,R_Africa,Africa,1
40259,2004,Tajikistan,ODA-like,39155.08816,19000,TJK,Asia,
40261,2004,Tajikistan,ODA-like,1493906.273,724917.7697,TJK,Asia,
40262,2004,Tajikistan,ODA-like,3091.191171,1500,TJK,Asia,
40265,2010,Kazakhstan,OOF-like,291785956.4,232000000,KAZ,Asia,
40266,2011,Kazakhstan,Vague (Official Finance),1531782510,1380000000,KAZ,Asia,
40273,2001,Kyrgyz Republic,ODA-like,2746734.07,1208157.236,KGZ,Asia,
40281,2002,Kyrgyz Republic,ODA-like,382295.8753,169144.278,KGZ,Asia,
40290,2002,Kyrgyz Republic,ODA-like,1365342.412,604086.707,KGZ,Asia,
40295,2003,Kyrgyz Republic,ODA-like,,,KGZ,Asia,
40297,2001,Kyrgyz Republic,ODA-like,13733670.35,6040786.18,KGZ,Asia,
40299,2009,Kazakhstan,OOF-like,,,KAZ,Asia,
40300,2003,Kyrgyz Republic,ODA-like,11016.46876,5000,KGZ,Asia,
40302,2011,Kazakhstan,OOF-like,1775979721,1600000000,KAZ,Asia,
40305,2003,Kyrgyz Republic,ODA-like,527063.2237,239216.0479,KGZ,Asia,
40310,2003,Kyrgyz Republic,ODA-like,,,KGZ,Asia,
40315,2004,Kyrgyz Republic,ODA-like,14939062.73,7249177.697,KGZ,Asia,
40316,2004,Kyrgyz Republic,ODA-like,1244921.894,604098.1414,KGZ,Asia,
40320,2004,Kyrgyz Republic,ODA-like,618238.2341,300000,KGZ,Asia,
40324,2014,Uzbekistan,OOF-like,100000000,100000000,UZB,Asia,
40325,2013,Uzbekistan,ODA-like,355863677.4,350000000,UZB,Asia,
40326,2014,Uzbekistan,OOF-like,89500000,89500000,UZB,Asia,
40330,2006,Turkmenistan,ODA-like,551823297.9,300000000,TKM,Asia,
40335,2006,Kyrgyz Republic,ODA-like,3310939.787,1800000,KGZ,Asia,
40336,2006,Kyrgyz Republic,OOF-like,143106175.3,77800000,KGZ,Asia,
40337,2006,Kyrgyz Republic,ODA-like,16148462.45,8779148.602,KGZ,Asia,
40351,2006,Tajikistan,ODA-like,13795582.45,7500000,TJK,Asia,
40357,2008,Kyrgyz Republic,ODA-like,206836.964,150000,KGZ,Asia,
40359,2008,Kyrgyz Republic,Vague (Official Finance),103418482,75000000,KGZ,Asia,
40360,2008,Kyrgyz Republic,ODA-like,9652391.654,7000000,KGZ,Asia,
40361,2014,Fiji,ODA-like,13022032.75,13022032.75,FJI,The Pacific,
40372,2009,Papua New Guinea,ODA-like,100425310.3,74000000,PNG,The Pacific,
40377,2007,Tajikistan,ODA-like,6510127.569,4000000,TJK,Asia,
40378,2007,Tajikistan,OOF-like,156243061.7,96000000,TJK,Asia,
40381,2008,Tajikistan,ODA-like,,,TJK,Asia,
40386,2006,Mongolia,ODA-like,1384153.924,752498.4516,MNG,Asia,
40388,2007,Mongolia,ODA-like,4278737.928,2628973.323,MNG,Asia,
40393,2009,Turkmenistan,OOF-like,5428395150,4000000000,TKM,Asia,
40400,2007,Mongolia,ODA-like,6835633.948,4200000,MNG,Asia,
40406,2006,Tajikistan,ODA-like,69897617.73,38000000,TJK,Asia,
40411,2010,Kyrgyz Republic,ODA-like,1486142.524,1181636.943,KGZ,Asia,
40419,2010,Mongolia,ODA-like,,,MNG,Asia,
40420,2010,Mongolia,ODA-like,1857678.155,1477046.179,MNG,Asia,
40422,2010,Mongolia,ODA-like,125769.8088,100000,MNG,Asia,
40425,2010,Mongolia,ODA-like,,,MNG,Asia,
40426,2011,Papua New Guinea,Vague (Official Finance),,,PNG,The Pacific,
40429,2011,Kyrgyz Republic,ODA-like,5549936.629,5000000,KGZ,Asia,
40431,2011,Kyrgyz Republic,ODA-like,230877363.8,208000000,KGZ,Asia,
40433,2011,Mongolia,ODA-like,154607.2232,139287.377,MNG,Asia,
40435,2011,Mongolia,OOF-like,554993662.9,500000000,MNG,Asia,
40440,2012,Tajikistan,ODA-like,51892736.3,49000000,TJK,Asia,
40441,2012,Tajikistan,ODA-like,,,TJK,Asia,
40443,2012,Tajikistan,ODA-like,,,TJK,Asia,
40445,2012,Mongolia,ODA-like,211807087,200000000,MNG,Asia,
40448,2012,Kyrgyz Republic,ODA-like,838862.1638,792100.185,KGZ,Asia,
40450,2012,Kyrgyz Republic,Vague (Official Finance),144028819.1,136000000,KGZ,Asia,
40451,2012,Fiji,ODA-like,,,FJI,The Pacific,
40453,2009,Papua New Guinea,ODA-like,,,PNG,The Pacific,
40454,2006,Papua New Guinea,ODA-like,459852.7482,250000,PNG,The Pacific,
40455,2007,Papua New Guinea,ODA-like,,,PNG,The Pacific,
40456,2008,Papua New Guinea,ODA-like,,,PNG,The Pacific,
40457,2005,Papua New Guinea,ODA-like,1198469.171,610179.0062,PNG,The Pacific,
40460,2002,Papua New Guinea,ODA-like,81920.5447,36245.20242,PNG,The Pacific,
40461,2007,Papua New Guinea,ODA-like,213936.8964,131448.6662,PNG,The Pacific,
40465,2008,Mongolia,ODA-like,31750906.46,23026038.85,MNG,Asia,
40467,2013,Mongolia,ODA-like,,,MNG,Asia,
40479,2013,Tajikistan,OOF-like,142345470.9,140000000,TJK,Asia,
40488,2014,Tajikistan,Vague (Official Finance),20000000,20000000,TJK,Asia,
40489,2014,Tajikistan,Vague (Official Finance),56994000,56994000,TJK,Asia,
40491,2013,Kyrgyz Republic,ODA-like,406701345.6,400000000,KGZ,Asia,
40500,2005,Kyrgyz Republic,ODA-like,335865.7477,171000,KGZ,Asia,
43027,2010,Russia,OOF-like,,,RUS,Central and Eastern Europe,
43068,2007,Russia,OOF-like,,,RUS,Central and Eastern Europe,
43072,2012,Russia,OOF-like,,,RUS,Central and Eastern Europe,
43069,2009,Russia,OOF-like,20356481813,15000000000,RUS,Central and Eastern Europe,
40523,2009,Papua New Guinea,ODA-like,,,PNG,The Pacific,
40524,2005,Papua New Guinea,Vague (Official Finance),,,PNG,The Pacific,
40527,2005,Papua New Guinea,ODA-like,16778568.39,8542506.087,PNG,The Pacific,
40528,2013,Samoa,ODA-like,2199907.717,2163659.148,WSM,The Pacific,
40531,2007,Dominica,ODA-like,162753.1892,100000,DMA,Latin America and the Caribbean,
40532,2007,Cook Islands,ODA-like,1546155.298,950000,COK,The Pacific,
40701,2013,Costa Rica,Vague (Official Finance),101675336.4,100000000,CRI,Latin America and the Caribbean,
40702,2013,Antigua & Barbuda,ODA-like,4923142.449,4842022.288,ATG,Latin America and the Caribbean,
40723,2008,Costa Rica,ODA-like,,,CRI,Latin America and the Caribbean,
40730,2014,Mozambique,ODA-like,133000000,133000000,MOZ,Africa,
40732,2007,Mozambique,Vague (Official Finance),,,MOZ,Africa,
40734,2014,Mozambique,ODA-like,,,MOZ,Africa,
40764,2013,Grenada,ODA-like,25607121.76,25185185.19,GRD,Latin America and the Caribbean,
40785,2012,Guyana,ODA-like,15250110.26,14400000,GUY,Latin America and the Caribbean,
40801,2014,Zambia,ODA-like,41000000,41000000,ZMB,Africa,
40802,2012,"Africa, regional",ODA-like,,,R_Africa,Africa,1
40893,2014,Zambia,ODA-like,360000000,360000000,ZMB,Africa,
40912,2014,Zambia,ODA-like,,,ZMB,Africa,
40916,2000,Lebanon,ODA-like,1392288.877,600000,LBN,Middle East,
40917,2001,Lebanon,ODA-like,,,LBN,Middle East,
40919,2012,Zambia,Vague (Official Finance),63542126.09,60000000,ZMB,Africa,
40920,2014,"Africa, regional",ODA-like,,,R_Africa,Africa,1
40921,2014,Zambia,ODA-like,,,ZMB,Africa,
40927,2003,Lebanon,ODA-like,11016468.76,5000000,LBN,Middle East,
40928,2003,Lebanon,ODA-like,2203293.752,1000000,LBN,Middle East,
40929,2003,Lebanon,ODA-like,396592.8753,180000,LBN,Middle East,
40930,2014,Zambia,ODA-like,,,ZMB,Africa,
40933,2006,Lebanon,ODA-like,4598527.482,2500000,LBN,Middle East,
40963,2004,Syria,OOF-like,,,SYR,Middle East,
40968,2013,Lebanon,ODA-like,,,LBN,Middle East,
40975,2001,Jordan,ODA-like,1364094.335,600000,JOR,Middle East,
40978,2001,Jordan,ODA-like,454698.1118,200000,JOR,Middle East,
40982,2003,Jordan,ODA-like,,,JOR,Middle East,
40983,2002,Jordan,ODA-like,,,JOR,Middle East,
40986,2003,Jordan,ODA-like,17568774.12,7973868.264,JOR,Middle East,
40987,2003,Jordan,ODA-like,1144632.254,519509.599,JOR,Middle East,
40992,2007,Lebanon,ODA-like,,,LBN,Middle East,
40995,2003,Turkey,ODA-like,66098.81255,30000,TUR,Central and Eastern Europe,
40996,2008,Yemen,ODA-like,11031304.75,8000000,YEM,Middle East,
40997,2009,Yemen,ODA-like,54283951.5,40000000,YEM,Middle East,
40998,2014,Lebanon,Vague (Official Finance),,,LBN,Middle East,
40999,2008,Yemen,ODA-like,,,YEM,Middle East,
41000,2008,Yemen,ODA-like,,,YEM,Middle East,
41002,2014,Yemen,ODA-like,,,YEM,Middle East,
41003,2013,Yemen,ODA-like,5083766.819,5000000,YEM,Middle East,
41004,2013,Yemen,ODA-like,,,YEM,Middle East,
41005,2011,Lebanon,ODA-like,,,LBN,Middle East,
41006,2010,Lebanon,ODA-like,,,LBN,Middle East,
41007,2003,Lebanon,ODA-like,,,LBN,Middle East,
41008,2003,Lebanon,ODA-like,,,LBN,Middle East,
41022,2003,Jordan,ODA-like,2754117.19,1250000,JOR,Middle East,
41023,2004,Jordan,ODA-like,41215.88227,20000,JOR,Middle East,
41024,2004,Jordan,ODA-like,2472952.936,1200000,JOR,Middle East,
41031,2010,Turkey,OOF-like,,,TUR,Central and Eastern Europe,
41041,2011,Turkey,ODA-like,1109987.326,1000000,TUR,Central and Eastern Europe,
41044,2011,Turkey,ODA-like,,,TUR,Central and Eastern Europe,
41047,2009,Mexico,ODA-like,1357098.788,1000000,MEX,Latin America and the Caribbean,
41048,2009,Mexico,ODA-like,5428395.15,4000000,MEX,Latin America and the Caribbean,
41052,2013,Yemen,ODA-like,,,YEM,Middle East,
41055,2011,Yemen,ODA-like,,,YEM,Middle East,
41058,2009,Yemen,ODA-like,,,YEM,Middle East,
41061,2008,Yemen,ODA-like,,,YEM,Middle East,
41062,2004,Jordan,Vague (Official Finance),49459058.73,24000000,JOR,Middle East,
41066,2007,Jordan,ODA-like,12694748.76,7800000,JOR,Middle East,
41069,2007,Jordan,ODA-like,,,JOR,Middle East,
41074,2008,Jordan,ODA-like,3585174.043,2600000,JOR,Middle East,
41075,2007,Yemen,OOF-like,1145265.883,703682.6056,YEM,Middle East,
41077,2002,Yemen,ODA-like,189854802.7,84000000,YEM,Middle East,
41082,2010,Syria,ODA-like,,,SYR,Middle East,
41083,2006,Syria,OOF-like,,,SYR,Middle East,
41084,2009,Syria,ODA-like,,,SYR,Middle East,
41085,2009,Syria,ODA-like,,,SYR,Middle East,
41086,2009,Palestinian Adm. Areas,ODA-like,,,PSE,Middle East,
41087,2011,Syria,ODA-like,,,SYR,Middle East,
41088,2011,Syria,ODA-like,,,SYR,Middle East,
41096,2013,Argentina,OOF-like,86392059.04,84968550,ARG,Latin America and the Caribbean,
41098,2002,Turkey,ODA-like,11300.88111,5000,TUR,Central and Eastern Europe,
41110,2009,Lebanon,ODA-like,,,LBN,Middle East,
41113,2010,Somalia,ODA-like,5573034.466,4431138.537,SOM,Africa,
41115,2006,Lebanon,OOF-like,,,LBN,Middle East,
41118,2011,Lebanon,ODA-like,,,LBN,Middle East,
41119,2011,Namibia,ODA-like,18344037.36,16526348.48,NAM,Africa,
41127,2000,Iraq,ODA-like,,,IRQ,Middle East,
41141,2000,Yemen,Vague (Official Finance),162433702.4,70000000,YEM,Middle East,
41148,2003,Yemen,Vague (Official Finance),8813175.007,4000000,YEM,Middle East,
41170,2007,Yemen,ODA-like,4278737.928,2628973.323,YEM,Middle East,
41171,2007,Yemen,Vague (Official Finance),8557475.856,5257946.647,YEM,Middle East,
41172,2007,Yemen,Vague (Official Finance),50453488.66,31000000,YEM,Middle East,
41176,2008,Yemen,Vague (Official Finance),81674635.85,59231170,YEM,Middle East,
41177,2010,Yemen,Vague (Official Finance),10061584.7,8000000,YEM,Middle East,
41180,2008,Yemen,ODA-like,413673.928,300000,YEM,Middle East,
41181,2009,Yemen,Vague (Official Finance),122681730.4,90400000,YEM,Middle East,
41186,2009,Yemen,ODA-like,993277.8045,731912.6755,YEM,Middle East,
41189,2011,Uruguay,OOF-like,5105941.699,4600000,URY,Latin America and the Caribbean,
41190,2011,Uruguay,OOF-like,1775979.721,1600000,URY,Latin America and the Caribbean,
41202,2014,Yemen,ODA-like,16000000,16000000,YEM,Middle East,
41204,2012,Bahrain,OOF-like,,,BHR,Middle East,
41209,2000,Palestinian Adm. Areas,ODA-like,840906.0679,362384.3076,PSE,Middle East,
41210,2001,Palestinian Adm. Areas,ODA-like,2273490.559,1000000,PSE,Middle East,
41213,2014,Bahrain,OOF-like,,,BHR,Middle East,
41214,2002,Palestinian Adm. Areas,ODA-like,5650440.557,2500000,PSE,Middle East,
41217,2005,Palestinian Adm. Areas,ODA-like,11984691.71,6101790.062,PSE,Middle East,
41219,2005,Palestinian Adm. Areas,ODA-like,13748890.26,7000000,PSE,Middle East,
41222,2008,Palestinian Adm. Areas,ODA-like,689456.5467,500000,PSE,Middle East,
41223,2008,Palestinian Adm. Areas,ODA-like,1378913.093,1000000,PSE,Middle East,
41226,2011,Palestinian Adm. Areas,ODA-like,6104930.292,5500000,PSE,Middle East,
41238,2003,Iran,ODA-like,,,IRN,Middle East,
41239,2003,Iran,ODA-like,2661935.473,1208161.858,IRN,Middle East,
41240,2004,Iran,ODA-like,41215.88227,20000,IRN,Middle East,
41243,2011,Jordan,ODA-like,3107964.512,2800000,JOR,Middle East,
41244,2009,Jordan,ODA-like,20356481.81,15000000,JOR,Middle East,
41245,2012,United Arab Emirates,OOF-like,31771063.04,30000000,ARE,Middle East,
41246,2011,Mexico,OOF-like,416245247.2,375000000,MEX,Latin America and the Caribbean,
41252,2010,Jordan,ODA-like,6288490.44,5000000,JOR,Middle East,
41253,2012,Jordan,ODA-like,,,JOR,Middle East,
41257,2013,Jordan,ODA-like,203350.6728,200000,JOR,Middle East,
41268,2014,Iran,Vague (Official Finance),2142674992,2142674992,IRN,Middle East,
41286,2007,Iraq,ODA-like,,,IRQ,Middle East,
41293,2009,Israel,OOF-like,,,ISR,Middle East,
41309,2003,Armenia,ODA-like,1432140.939,650000,ARM,Asia,
41311,2005,Armenia,ODA-like,2396938.341,1220358.012,ARM,Asia,
41312,2006,Armenia,ODA-like,1730192.405,940623.0645,ARM,Asia,
41314,2009,Armenia,ODA-like,2979833.414,2195738.027,ARM,Asia,
41319,2012,Armenia,ODA-like,11744070.29,11089402.59,ARM,Asia,
41324,2014,Armenia,ODA-like,9766524.565,9766524.565,ARM,Asia,
41331,2012,Syria,ODA-like,2118070.87,2000000,SYR,Middle East,
41333,2014,Syria,ODA-like,3255508.188,3255508.188,SYR,Middle East,
41334,2014,"Middle East, regional",ODA-like,16000000,16000000,R_Middle_East,Middle East,1
41344,2004,Azerbaijan,ODA-like,1236476.468,600000,AZE,Asia,
41347,2000,"Korea, Dem. Rep.",ODA-like,,,PRK,Asia,
41357,2011,Kuwait,OOF-like,,,KWT,Middle East,
41359,2012,Kuwait,OOF-like,,,KWT,Middle East,
41364,2010,Iraq,ODA-like,8552346.998,6800000,IRQ,Middle East,
41365,2011,Bahrain,OOF-like,,,BHR,Middle East,
41374,2014,Kuwait,OOF-like,,,KWT,Middle East,
41375,2009,Iraq,ODA-like,,,IRQ,Middle East,
41383,2005,Azerbaijan,ODA-like,3595407.512,1830537.019,AZE,Asia,
41384,2010,Azerbaijan,ODA-like,3647324.455,2900000,AZE,Asia,
41390,2013,Azerbaijan,OOF-like,4923142.449,4842022.288,AZE,Asia,
41402,2004,"Korea, Dem. Rep.",ODA-like,2489843.788,1208196.283,PRK,Asia,
41403,2005,"Korea, Dem. Rep.",ODA-like,,,PRK,Asia,
41408,2012,Israel,OOF-like,,,ISR,Middle East,
41409,2014,Israel,OOF-like,,,ISR,Middle East,
41410,2012,Israel,OOF-like,,,ISR,Middle East,
41411,2014,Israel,OOF-like,,,ISR,Middle East,
41415,2014,Cyprus,OOF-like,,,CYP,Central and Eastern Europe,
41417,2013,Cyprus,OOF-like,,,CYP,Central and Eastern Europe,
41428,2007,Turkey,OOF-like,1171822962,720000000,TUR,Central and Eastern Europe,
41446,2013,Mexico,OOF-like,,,MEX,Latin America and the Caribbean,
41449,2007,"Korea, Dem. Rep.",ODA-like,40688297.31,25000000,PRK,Asia,
41465,2013,Venezuela,Vague (Official Finance),397550565.3,391000000,VEN,Latin America and the Caribbean,
41493,2012,"Korea, Dem. Rep.",ODA-like,19062637.83,18000000,PRK,Asia,
41521,2013,Malawi,ODA-like,77918.57736,76634.68853,MWI,Africa,
41522,2003,Jordan,ODA-like,,,JOR,Middle East,
41523,2012,Jordan,ODA-like,15885531.52,15000000,JOR,Middle East,
41524,2014,"Congo, Rep.",ODA-like,815000,815000,COG,Africa,
41526,2014,"Congo, Rep.",ODA-like,101129.6275,101129.6275,COG,Africa,
41527,2014,Senegal,ODA-like,30000,30000,SEN,Africa,
41529,2014,South Sudan,ODA-like,1600000,1600000,SSD,Africa,
41532,2014,Namibia,ODA-like,194438.536,194438.536,NAM,Africa,
41539,2014,Zambia,OOF-like,,,ZMB,Africa,
41540,2014,Zambia,OOF-like,3834.504241,3834.504241,ZMB,Africa,
41542,2014,Zambia,OOF-like,,,ZMB,Africa,
41543,2014,Zambia,ODA-like,,,ZMB,Africa,
41544,2014,Liberia,ODA-like,162775.4094,162775.4094,LBR,Africa,
41545,2014,Liberia,ODA-like,1058040.161,1058040.161,LBR,Africa,
41546,2014,Liberia,ODA-like,20000,20000,LBR,Africa,
41547,2014,Liberia,ODA-like,1000000,1000000,LBR,Africa,
41548,2014,Liberia,ODA-like,2000000,2000000,LBR,Africa,
41549,2014,Liberia,ODA-like,211781,211781,LBR,Africa,
41551,2014,Liberia,ODA-like,150000,150000,LBR,Africa,
41553,2014,Liberia,ODA-like,,,LBR,Africa,
41556,2014,Liberia,ODA-like,40000,40000,LBR,Africa,
41558,2014,Liberia,ODA-like,,,LBR,Africa,
41561,2013,Chad,ODA-like,3050260.092,3000000,TCD,Africa,
41568,2014,Nigeria,ODA-like,1627754.094,1627754.094,NGA,Africa,
41572,2014,South Sudan,ODA-like,200000,200000,SSD,Africa,
41573,2014,South Sudan,ODA-like,,,SSD,Africa,
41574,2014,South Sudan,ODA-like,24000000,24000000,SSD,Africa,
41576,2014,Namibia,ODA-like,73714677.01,73714677.01,NAM,Africa,
41578,2014,Namibia,ODA-like,4607167.313,4607167.313,NAM,Africa,
41581,2014,Mozambique,Vague (Official Finance),120000000,120000000,MOZ,Africa,
41582,2014,Zimbabwe,ODA-like,218000000,218000000,ZWE,Africa,
41587,2014,Nigeria,ODA-like,,,NGA,Africa,
41589,2014,Nigeria,ODA-like,,,NGA,Africa,
41591,2014,Zimbabwe,ODA-like,89000000,89000000,ZWE,Africa,
41593,2014,Zimbabwe,ODA-like,,,ZWE,Africa,
41594,2014,Zimbabwe,ODA-like,,,ZWE,Africa,
41595,2014,Zimbabwe,OOF-like,319000000,319000000,ZWE,Africa,
41596,2014,Zimbabwe,ODA-like,,,ZWE,Africa,
41598,2014,Zimbabwe,ODA-like,500000,500000,ZWE,Africa,
41599,2014,Zimbabwe,ODA-like,30000,30000,ZWE,Africa,
41600,2011,South Africa,OOF-like,721491761.8,650000000,ZAF,Africa,
41601,2014,Zimbabwe,ODA-like,,,ZWE,Africa,
41608,2012,Turkey,OOF-like,211807087,200000000,TUR,Central and Eastern Europe,
41609,2012,Turkey,OOF-like,423614173.9,400000000,TUR,Central and Eastern Europe,
41617,2014,South Sudan,ODA-like,3000000,3000000,SSD,Africa,
41620,2000,"Korea, Dem. Rep.",ODA-like,112120809.1,48317907.67,PRK,Asia,
41783,2003,Iran,ODA-like,1321976.251,600000,IRN,Middle East,
41817,2011,Ethiopia,ODA-like,,,ETH,Africa,
41877,2009,Samoa,ODA-like,7952598.895,5860000,WSM,The Pacific,
41880,2009,Samoa,ODA-like,1981364.23,1460000,WSM,The Pacific,
41889,2009,Samoa,ODA-like,,,WSM,The Pacific,
41890,2007,Samoa,ODA-like,14647787.03,9000000,WSM,The Pacific,
41894,2007,Samoa,ODA-like,24412978.38,15000000,WSM,The Pacific,
41898,2008,Samoa,ODA-like,56535436.83,41000000,WSM,The Pacific,
41902,2014,South Sudan,ODA-like,24416311.41,24416311.41,SSD,Africa,
41903,2014,South Sudan,ODA-like,4883262.283,4883262.283,SSD,Africa,
41905,2011,Turkmenistan,OOF-like,4550948036,4100000000,TKM,Asia,
41907,2007,Jordan,Vague (Official Finance),4231582.92,2600000,JOR,Middle East,
41911,2007,Jordan,ODA-like,,,JOR,Middle East,
41913,2000,Mauritius,ODA-like,39780351.53,17143145.58,MUS,Africa,
41916,2014,Pakistan,ODA-like,430866508.7,430866508.7,PAK,Asia,
41917,2014,Pakistan,OOF-like,2250000000,2250000000,PAK,Asia,
41918,2014,Pakistan,OOF-like,4001000000,4001000000,PAK,Asia,
41920,2008,Vanuatu,ODA-like,41367392.8,30000000,VUT,The Pacific,
41923,2009,Fiji,OOF-like,112774909.2,83100000,FJI,The Pacific,
41924,2006,"Micronesia, Federated States of",OOF-like,55182.32979,30000,FSM,The Pacific,
41925,2011,Burundi,ODA-like,8324904.944,7500000,BDI,Africa,
41926,2008,"Micronesia, Federated States of",ODA-like,441252.1899,320000,FSM,The Pacific,
41927,2008,"Micronesia, Federated States of",ODA-like,19304.78331,14000,FSM,The Pacific,
41928,2008,"Micronesia, Federated States of",ODA-like,4826195.827,3500000,FSM,The Pacific,
41929,2008,"Micronesia, Federated States of",ODA-like,689456.5467,500000,FSM,The Pacific,
41932,2008,Fiji,Vague (Official Finance),5239869.755,3800000,FJI,The Pacific,
41940,2008,Niue,ODA-like,275782.6187,200000,NIU,The Pacific,
41941,2012,Kazakhstan,OOF-like,1419107483,1340000000,KAZ,Asia,
41948,2009,"Micronesia, Federated States of",ODA-like,1357098.788,1000000,FSM,The Pacific,
41950,2009,"Micronesia, Federated States of",ODA-like,217135.806,160000,FSM,The Pacific,
41952,2009,"Micronesia, Federated States of",ODA-like,379987.6605,280000,FSM,The Pacific,
41953,2009,"Micronesia, Federated States of",ODA-like,298561.7333,220000,FSM,The Pacific,
41957,2009,"Micronesia, Federated States of",ODA-like,189993.8303,140000,FSM,The Pacific,
41958,2009,Fiji,ODA-like,3976299.448,2930000,FJI,The Pacific,
41961,2009,Papua New Guinea,ODA-like,5957663.677,4390000,PNG,The Pacific,
41962,2001,India,ODA-like,,,IND,Asia,
41965,2001,India,ODA-like,,,IND,Asia,
41968,2001,India,ODA-like,113674.5279,50000,IND,Asia,
