project_id,year,recipient_condensed,flow_class,usd_current,recipient_iso3,recipient_region
39331,2011,Fiji,OOF-like, ,FJI,The Pacific
39333,2013,Myanmar,OOF-like, ,MMR,Asia
39334,2010,Fiji,ODA-like,4431139,FJI,The Pacific
39337,2011,Fiji,ODA-like,2955620,FJI,The Pacific
39338,2011,Fiji,ODA-like, ,FJI,The Pacific
39339,2011,Fiji,Vague (Official Finance),3100000,FJI,The Pacific
39341,2011,Myanmar,OOF-like, ,MMR,Asia
39342,2010,Papua New Guinea,ODA-like,1471,PNG,The Pacific
39343,2010,Papua New Guinea,OOF-like,34935536,PNG,The Pacific
39344,2009,Papua New Guinea,ODA-like,1211000,PNG,The Pacific
39346,2010,Papua New Guinea,ODA-like,30000000,PNG,The Pacific
39359,2013,Vanuatu,ODA-like, ,VUT,The Pacific
39361,2014,Vanuatu,ODA-like, ,VUT,The Pacific
39362,2014,Vanuatu,ODA-like, ,VUT,The Pacific
39363,2014,Indonesia,Vague (Official Finance),235000000,IDN,Asia
39364,2011,Papua New Guinea,ODA-like, ,PNG,The Pacific
39365,2014,Indonesia,Vague (Official Finance),185474000,IDN,Asia
39367,2011,Papua New Guinea,ODA-like,12653,PNG,The Pacific
39368,2011,Papua New Guinea,ODA-like,12653,PNG,The Pacific
39369,2000,Bangladesh,ODA-like,24158954,BGD,Asia
39370,2011,Papua New Guinea,ODA-like,9068019,PNG,The Pacific
39371,2014,Indonesia,Vague (Official Finance),150000000,IDN,Asia
39372,2014,Indonesia,ODA-like,373009532,IDN,Asia
39373,2014,Indonesia,OOF-like,240983647,IDN,Asia
39374,2012,Papua New Guinea,ODA-like, ,PNG,The Pacific
39375,2013,Indonesia,Vague (Official Finance),130000000,IDN,Asia
39376,2012,Papua New Guinea,ODA-like, ,PNG,The Pacific
39377,2012,Papua New Guinea,ODA-like,9598549,PNG,The Pacific
39378,2012,Papua New Guinea,ODA-like,1584200,PNG,The Pacific
39379,2013,Indonesia,Vague (Official Finance),100000000,IDN,Asia
39381,2010,Papua New Guinea,ODA-like,55000000,PNG,The Pacific
39387,2013,Papua New Guinea,ODA-like, ,PNG,The Pacific
39388,2013,Papua New Guinea,ODA-like,11298052,PNG,The Pacific
39389,2012,Fiji,ODA-like,5000000,FJI,The Pacific
39390,2014,Papua New Guinea,ODA-like,8126,PNG,The Pacific
39391,2012,Fiji,ODA-like,119000000,FJI,The Pacific
39393,2014,Papua New Guinea,ODA-like, ,PNG,The Pacific
39394,2012,Fiji,ODA-like, ,FJI,The Pacific
39395,2012,Fiji,ODA-like,123900000,FJI,The Pacific
39396,2014,Papua New Guinea,ODA-like, ,PNG,The Pacific
39397,2011,Fiji,ODA-like, ,FJI,The Pacific
39399,2014,Papua New Guinea,ODA-like,46722,PNG,The Pacific
39401,2014,Papua New Guinea,ODA-like,16657,PNG,The Pacific
39403,2013,Fiji,ODA-like, ,FJI,The Pacific
39404,2013,Fiji,ODA-like,2172274,FJI,The Pacific
39405,2013,Fiji,ODA-like,2500000,FJI,The Pacific
39406,2013,Fiji,ODA-like, ,FJI,The Pacific
39407,2011,Fiji,ODA-like, ,FJI,The Pacific
39408,2013,Fiji,ODA-like,11298052,FJI,The Pacific
39412,2013,Fiji,OOF-like,48420,FJI,The Pacific
39414,2014,Fiji,ODA-like, ,FJI,The Pacific
39415,2014,Fiji,ODA-like, ,FJI,The Pacific
39416,2014,Fiji,ODA-like, ,FJI,The Pacific
39418,2014,Fiji,ODA-like,50000,FJI,The Pacific
39419,2014,Fiji,ODA-like,11394279,FJI,The Pacific
39422,2011,Venezuela,OOF-like, ,VEN,Latin America and the Caribbean
39432,2013,Colombia,ODA-like, ,COL,Latin America and the Caribbean
39433,2009,Bolivia,ODA-like, ,BOL,Latin America and the Caribbean
39435,2009,Bolivia,Vague (Official Finance),41133492,BOL,Latin America and the Caribbean
39440,2011,Bolivia,Vague (Official Finance),63607902,BOL,Latin America and the Caribbean
39444,2013,Colombia,ODA-like,1452,COL,Latin America and the Caribbean
39446,2007,Bolivia,Vague (Official Finance),36805627,BOL,Latin America and the Caribbean
39556,2012,Kazakhstan,OOF-like,1060000000,KAZ,Asia
39557,2012,Kazakhstan,OOF-like,158420037,KAZ,Asia
39560,2008,Kazakhstan,OOF-like,200000000,KAZ,Asia
39604,2007,Kazakhstan,OOF-like, ,KAZ,Asia
39619,2012,Kyrgyz Republic,OOF-like,389740000,KGZ,Asia
39620,2013,Kyrgyz Republic,ODA-like,386000000,KGZ,Asia
39633,2011,Antigua & Barbuda,ODA-like,45000000,ATG,Latin America and the Caribbean
39634,2010,Antigua & Barbuda,ODA-like,1037037,ATG,Latin America and the Caribbean
39640,2012,Bahamas,OOF-like,6500000,BHS,Latin America and the Caribbean
39644,2006,Tajikistan,ODA-like,270000000,TJK,Asia
39663,2013,Uzbekistan,OOF-like, ,UZB,Asia
39664,2013,Uzbekistan,OOF-like, ,UZB,Asia
39666,2014,Uzbekistan,OOF-like, ,UZB,Asia
39667,2011,Bahamas,OOF-like,300000,BHS,Latin America and the Caribbean
39668,2011,Bahamas,OOF-like,10000,BHS,Latin America and the Caribbean
39669,2010,Costa Rica,ODA-like, ,CRI,Latin America and the Caribbean
39676,2011,Grenada,ODA-like, ,GRD,Latin America and the Caribbean
39678,2013,Grenada,ODA-like,1500000,GRD,Latin America and the Caribbean
39698,2007,Antigua & Barbuda,ODA-like,55000000,ATG,Latin America and the Caribbean
39706,2013,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39707,2014,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39708,2013,Trinidad & Tobago,OOF-like,161401,TTO,Latin America and the Caribbean
39716,2013,Trinidad & Tobago,OOF-like,150000000,TTO,Latin America and the Caribbean
39718,2011,Bahamas,OOF-like,30000000,BHS,Latin America and the Caribbean
39719,2010,Bahamas,OOF-like,58600000,BHS,Latin America and the Caribbean
39720,2011,Bahamas,OOF-like,2450000000,BHS,Latin America and the Caribbean
39725,2013,Bahamas,OOF-like, ,BHS,Latin America and the Caribbean
39735,2011,Jamaica,ODA-like,3250039,JAM,Latin America and the Caribbean
39736,2011,Jamaica,ODA-like,4642913,JAM,Latin America and the Caribbean
39738,2009,Bahamas,OOF-like,7300000,BHS,Latin America and the Caribbean
39740,2012,Bahamas,OOF-like,33000000,BHS,Latin America and the Caribbean
39747,2012,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39749,2012,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39750,2012,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39751,2012,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39752,2012,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39754,2012,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39757,2000,Barbados,ODA-like,950000,BRB,Latin America and the Caribbean
39758,2013,Jamaica,OOF-like,230000000,JAM,Latin America and the Caribbean
39759,2013,Jamaica,OOF-like,300000000,JAM,Latin America and the Caribbean
39762,2012,Jamaica,OOF-like, ,JAM,Latin America and the Caribbean
39776,2012,Cuba,ODA-like,400000,CUB,Latin America and the Caribbean
39786,2012,Antigua & Barbuda,ODA-like,1013888,ATG,Latin America and the Caribbean
39787,2005,Jamaica,OOF-like, ,JAM,Latin America and the Caribbean
39800,2011,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39804,2010,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39807,2011,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39808,2010,Trinidad & Tobago,OOF-like, ,TTO,Latin America and the Caribbean
39811,2011,Barbados,OOF-like,1690000,BRB,Latin America and the Caribbean
39815,2005,Dominica,ODA-like,2100000,DMA,Latin America and the Caribbean
39816,2014,Dominica,ODA-like, ,DMA,Latin America and the Caribbean
39817,2013,Dominica,OOF-like, ,DMA,Latin America and the Caribbean
39819,2013,Dominica,ODA-like, ,DMA,Latin America and the Caribbean
39820,2005,Dominica,ODA-like,600000,DMA,Latin America and the Caribbean
39821,2005,Dominica,ODA-like,12300000,DMA,Latin America and the Caribbean
39823,2004,Dominica,ODA-like,2600000,DMA,Latin America and the Caribbean
39824,2005,Dominica,ODA-like,100000,DMA,Latin America and the Caribbean
39825,2005,Dominica,ODA-like, ,DMA,Latin America and the Caribbean
39828,2012,Dominica,ODA-like,11089403,DMA,Latin America and the Caribbean
39829,2012,Dominica,OOF-like, ,DMA,Latin America and the Caribbean
39830,2013,Dominica,ODA-like,6800000,DMA,Latin America and the Caribbean
39831,2010,Dominica,ODA-like,37000000,DMA,Latin America and the Caribbean
39832,2009,Dominica,ODA-like,30000000,DMA,Latin America and the Caribbean
39835,2003,Jamaica,ODA-like,2500000,JAM,Latin America and the Caribbean
39836,2003,Jamaica,ODA-like,250000,JAM,Latin America and the Caribbean
39838,2004,Dominica,ODA-like,2300000,DMA,Latin America and the Caribbean
39847,2013,Costa Rica,ODA-like,99000000,CRI,Latin America and the Caribbean
39851,2003,Guyana,ODA-like, ,GUY,Latin America and the Caribbean
39859,2012,Sri Lanka,Vague (Official Finance),240000000,LKA,Asia
39861,2009,Grenada,ODA-like, ,GRD,Latin America and the Caribbean
39863,2005,Jamaica,ODA-like,30000000,JAM,Latin America and the Caribbean
39864,2009,Jamaica,ODA-like,45000000,JAM,Latin America and the Caribbean
39874,2007,Mexico,OOF-like, ,MEX,Latin America and the Caribbean
39876,2011,"Caribbean, regional",ODA-like, ,"TTO; DMA; JAM; BHS; BRB; ATG; Caribbean, regional",Latin America and the Caribbean
39878,2013,Dominica,OOF-like,70000000,DMA,Latin America and the Caribbean
39889,2005,Grenada,ODA-like,42000000,GRD,Latin America and the Caribbean
39892,2012,Liberia,ODA-like, ,LBR,Africa
39893,2008,Grenada,ODA-like, ,GRD,Latin America and the Caribbean
39896,2012,Jamaica,ODA-like,296000000,JAM,Latin America and the Caribbean
39900,2013,Jamaica,ODA-like,16140074,JAM,Latin America and the Caribbean
39901,2013,Jamaica,OOF-like,80700,JAM,Latin America and the Caribbean
39903,2006,Barbados,ODA-like, ,BRB,Latin America and the Caribbean
39905,2014,Barbados,OOF-like,32555,BRB,Latin America and the Caribbean
39907,2011,Jamaica,ODA-like, ,JAM,Latin America and the Caribbean
39908,2009,Jamaica,ODA-like, ,JAM,Latin America and the Caribbean
39910,2003,Jamaica,ODA-like, ,JAM,Latin America and the Caribbean
39912,2004,Jamaica,OOF-like, ,JAM,Latin America and the Caribbean
39917,2001,Uzbekistan,ODA-like, ,UZB,Asia
39923,2001,Uzbekistan,OOF-like,12081572,UZB,Asia
39926,2001,Uzbekistan,ODA-like,3624472,UZB,Asia
39931,2001,Uzbekistan,ODA-like,12081572,UZB,Asia
39939,2005,Liberia,ODA-like, ,LBR,Africa
39942,2007,Trinidad & Tobago,ODA-like,27600000,TTO,Latin America and the Caribbean
39943,2003,Uzbekistan,OOF-like,32300000,UZB,Asia
39944,2001,Uzbekistan,ODA-like,300000,UZB,Asia
39948,2004,Uzbekistan,ODA-like,6040981,UZB,Asia
39950,2004,Uzbekistan,OOF-like,24163926,UZB,Asia
39954,2003,Kyrgyz Republic,OOF-like,7200000,KGZ,Asia
39975,2008,Liberia,ODA-like, ,LBR,Africa
39976,2009,Liberia,ODA-like,10000,LBR,Africa
39978,2013,Liberia,ODA-like,500000,LBR,Africa
39984,2006,Tajikistan,ODA-like,53000000,TJK,Asia
39989,2006,Tajikistan,Vague (Official Finance),281105000,TJK,Asia
40001,2009,"Micronesia, Federated States of",ODA-like,65872,FSM,The Pacific
40002,2009,"Micronesia, Federated States of",ODA-like,8782952,FSM,The Pacific
40003,2011,Fiji,ODA-like,48200000,FJI,The Pacific
40004,2012,Fiji,ODA-like, ,FJI,The Pacific
40006,2011,Fiji,ODA-like,51100000,FJI,The Pacific
40007,2011,Fiji,ODA-like,53800000,FJI,The Pacific
40008,2009,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40012,2009,"Micronesia, Federated States of",ODA-like,2100000,FSM,The Pacific
40014,2006,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40019,2007,Liberia,ODA-like, ,LBR,Africa
40020,2006,"Micronesia, Federated States of",ODA-like,3762492,FSM,The Pacific
40021,2009,"Micronesia, Federated States of",ODA-like,73191,FSM,The Pacific
40023,2009,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40025,2008,"Micronesia, Federated States of",ODA-like,2000000,FSM,The Pacific
40026,2007,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40029,2007,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40030,2011,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40038,2000,Uzbekistan,ODA-like, ,UZB,Asia
40040,2008,"Micronesia, Federated States of",ODA-like,575651,FSM,The Pacific
40051,2010,Tajikistan,ODA-like,36900000,TJK,Asia
40057,2000,St. Lucia,ODA-like,20370370,LCA,Latin America and the Caribbean
40058,2002,St. Lucia,ODA-like, ,LCA,Latin America and the Caribbean
40060,2006,St. Lucia,ODA-like, ,LCA,Latin America and the Caribbean
40063,2009,Tajikistan,Vague (Official Finance),34350960,TJK,Asia
40064,2009,Uzbekistan,ODA-like,3659563,UZB,Asia
40065,2007,Uzbekistan,ODA-like,44970000,UZB,Asia
40068,2007,Uzbekistan,OOF-like,177600000,UZB,Asia
40069,2010,Uzbekistan,ODA-like,443114,UZB,Asia
40070,2009,Uzbekistan,OOF-like,70110000,UZB,Asia
40074,2005,"Micronesia, Federated States of",Vague (Official Finance), ,FSM,The Pacific
40075,2005,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40076,2004,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40077,2002,"Micronesia, Federated States of",ODA-like, ,FSM,The Pacific
40085,2002,Kazakhstan,OOF-like,172000000,KAZ,Asia
40089,2002,Kazakhstan,ODA-like,120817,KAZ,Asia
40094,2010,Uzbekistan,Vague (Official Finance),70000000,UZB,Asia
40099,2010,Costa Rica,ODA-like, ,CRI,Latin America and the Caribbean
40109,2000,Jamaica,OOF-like,12079477,JAM,Latin America and the Caribbean
40113,2006,Kazakhstan,ODA-like,627082,KAZ,Asia
40128,2011,Uzbekistan,Vague (Official Finance),42000000,UZB,Asia
40129,2010,Uzbekistan,Vague (Official Finance),41700000,UZB,Asia
40131,2011,Uzbekistan,OOF-like,42170000,UZB,Asia
40132,2012,Uzbekistan,Vague (Official Finance),37100000,UZB,Asia
40145,2012,Uzbekistan,ODA-like,7921002,UZB,Asia
40146,2012,Uzbekistan,Vague (Official Finance),50000000,UZB,Asia
40148,2012,Uzbekistan,OOF-like,220000000,UZB,Asia
40149,2011,Uzbekistan,OOF-like,50000000,UZB,Asia
40151,2007,Kazakhstan,OOF-like, ,KAZ,Asia
40152,2007,Kazakhstan,OOF-like,292800000,KAZ,Asia
40154,2007,Kazakhstan,ODA-like,396000,KAZ,Asia
40155,2009,Dominica,ODA-like,10000000,DMA,Latin America and the Caribbean
40158,2000,Tajikistan,ODA-like,1207948,TJK,Asia
40162,2006,Kazakhstan,OOF-like,200000000,KAZ,Asia
40165,2000,Turkmenistan,OOF-like,12079477,TKM,Asia
40168,2003,Turkmenistan,ODA-like,1812243,TKM,Asia
40169,2003,Turkmenistan,ODA-like,30000000,TKM,Asia
40183,2004,Haiti,ODA-like, ,HTI,Latin America and the Caribbean
40184,2007,Haiti,ODA-like, ,HTI,Latin America and the Caribbean
40185,2012,Kyrgyz Republic,ODA-like,6653642,KGZ,Asia
40187,2010,Haiti,ODA-like,1900000,HTI,Latin America and the Caribbean
40190,2010,Haiti,ODA-like,1920160,HTI,Latin America and the Caribbean
40192,2010,Haiti,ODA-like,2600000,HTI,Latin America and the Caribbean
40193,2010,Haiti,ODA-like, ,HTI,Latin America and the Caribbean
40195,2012,Kyrgyz Republic,OOF-like,129800000,KGZ,Asia
40197,2000,Mongolia,ODA-like, ,MNG,Asia
40201,2001,Mongolia,ODA-like,5436708,MNG,Asia
40202,2010,Haiti,ODA-like,738523,HTI,Latin America and the Caribbean
40204,2010,Haiti,ODA-like, ,HTI,Latin America and the Caribbean
40206,2002,Mongolia,ODA-like,902755,MNG,Asia
40207,2002,Mongolia,ODA-like,966539,MNG,Asia
40208,2002,Mongolia,ODA-like,6040867,MNG,Asia
40209,2010,Haiti,ODA-like,1772455,HTI,Latin America and the Caribbean
40211,2002,Mongolia,ODA-like,4000000,MNG,Asia
40212,2002,Mongolia,ODA-like, ,MNG,Asia
40213,2005,Turkmenistan,OOF-like,24000000,TKM,Asia
40220,2003,Tajikistan,ODA-like,2000000,TJK,Asia
40221,2003,Tajikistan,OOF-like, ,TJK,Asia
40222,2003,Tajikistan,ODA-like,700000,TJK,Asia
40228,2013,Uzbekistan,Vague (Official Finance),165599999,UZB,Asia
40242,2013,Uzbekistan,Vague (Official Finance),300000000,UZB,Asia
40249,2003,Mongolia,ODA-like,604081,MNG,Asia
40253,2004,"Africa, regional",ODA-like, ,THA; SDN; RWA; ROU; NGA; MNG; LSO; KEN; GHA; AGO,Africa
40259,2004,Tajikistan,ODA-like,19000,TJK,Asia
40261,2004,Tajikistan,ODA-like,724918,TJK,Asia
40262,2004,Tajikistan,ODA-like,1500,TJK,Asia
40265,2010,Kazakhstan,OOF-like,232000000,KAZ,Asia
40266,2011,Kazakhstan,Vague (Official Finance),1380000000,KAZ,Asia
40273,2001,Kyrgyz Republic,ODA-like,1208157,KGZ,Asia
40281,2002,Kyrgyz Republic,ODA-like,169144,KGZ,Asia
40290,2002,Kyrgyz Republic,ODA-like,604087,KGZ,Asia
40295,2003,Kyrgyz Republic,ODA-like, ,KGZ,Asia
40297,2001,Kyrgyz Republic,ODA-like,6040786,KGZ,Asia
40299,2009,Kazakhstan,OOF-like, ,KAZ,Asia
40300,2003,Kyrgyz Republic,ODA-like,5000,KGZ,Asia
40302,2011,Kazakhstan,OOF-like,1600000000,KAZ,Asia
40305,2003,Kyrgyz Republic,ODA-like,239216,KGZ,Asia
40310,2003,Kyrgyz Republic,ODA-like, ,KGZ,Asia
40315,2004,Kyrgyz Republic,ODA-like,7249178,KGZ,Asia
40316,2004,Kyrgyz Republic,ODA-like,604098,KGZ,Asia
40320,2004,Kyrgyz Republic,ODA-like,300000,KGZ,Asia
40324,2014,Uzbekistan,OOF-like,100000000,UZB,Asia
40325,2013,Uzbekistan,ODA-like,350000000,UZB,Asia
40326,2014,Uzbekistan,OOF-like,89500000,UZB,Asia
40330,2006,Turkmenistan,ODA-like,300000000,TKM,Asia
40335,2006,Kyrgyz Republic,ODA-like,1800000,KGZ,Asia
40336,2006,Kyrgyz Republic,OOF-like,77800000,KGZ,Asia
40337,2006,Kyrgyz Republic,ODA-like,8779149,KGZ,Asia
40351,2006,Tajikistan,ODA-like,7500000,TJK,Asia
40357,2008,Kyrgyz Republic,ODA-like,150000,KGZ,Asia
40359,2008,Kyrgyz Republic,Vague (Official Finance),75000000,KGZ,Asia
40360,2008,Kyrgyz Republic,ODA-like,7000000,KGZ,Asia
40361,2014,Fiji,ODA-like,13022033,FJI,The Pacific
40372,2009,Papua New Guinea,ODA-like,74000000,PNG,The Pacific
40377,2007,Tajikistan,ODA-like,4000000,TJK,Asia
40378,2007,Tajikistan,OOF-like,96000000,TJK,Asia
40381,2008,Tajikistan,ODA-like, ,TJK,Asia
40386,2006,Mongolia,ODA-like,752498,MNG,Asia
40388,2007,Mongolia,ODA-like,2628973,MNG,Asia
40393,2009,Turkmenistan,OOF-like,4000000000,TKM,Asia
40400,2007,Mongolia,ODA-like,4200000,MNG,Asia
40406,2006,Tajikistan,ODA-like,38000000,TJK,Asia
40411,2010,Kyrgyz Republic,ODA-like,1181637,KGZ,Asia
40419,2010,Mongolia,ODA-like, ,MNG,Asia
40420,2010,Mongolia,ODA-like,1477046,MNG,Asia
40422,2010,Mongolia,ODA-like,100000,MNG,Asia
40425,2010,Mongolia,ODA-like, ,MNG,Asia
40426,2011,Papua New Guinea,Vague (Official Finance), ,PNG,The Pacific
40429,2011,Kyrgyz Republic,ODA-like,5000000,KGZ,Asia
40431,2011,Kyrgyz Republic,ODA-like,208000000,KGZ,Asia
40433,2011,Mongolia,ODA-like,139287,MNG,Asia
40435,2011,Mongolia,OOF-like,500000000,MNG,Asia
40440,2012,Tajikistan,ODA-like,49000000,TJK,Asia
40441,2012,Tajikistan,ODA-like, ,TJK,Asia
40443,2012,Tajikistan,ODA-like, ,TJK,Asia
40445,2012,Mongolia,ODA-like,200000000,MNG,Asia
40448,2012,Kyrgyz Republic,ODA-like,792100,KGZ,Asia
40450,2012,Kyrgyz Republic,Vague (Official Finance),136000000,KGZ,Asia
40451,2012,Fiji,ODA-like, ,FJI,The Pacific
40453,2009,Papua New Guinea,ODA-like, ,PNG,The Pacific
40454,2006,Papua New Guinea,ODA-like,250000,PNG,The Pacific
40455,2007,Papua New Guinea,ODA-like, ,PNG,The Pacific
40456,2008,Papua New Guinea,ODA-like, ,PNG,The Pacific
40457,2005,Papua New Guinea,ODA-like,610179,PNG,The Pacific
40460,2002,Papua New Guinea,ODA-like,36245,PNG,The Pacific
40461,2007,Papua New Guinea,ODA-like,131449,PNG,The Pacific
40465,2008,Mongolia,ODA-like,23026039,MNG,Asia
40467,2013,Mongolia,ODA-like, ,MNG,Asia
40479,2013,Tajikistan,OOF-like,140000000,TJK,Asia
40488,2014,Tajikistan,Vague (Official Finance),20000000,TJK,Asia
40489,2014,Tajikistan,Vague (Official Finance),56994000,TJK,Asia
40491,2013,Kyrgyz Republic,ODA-like,400000000,KGZ,Asia
40500,2005,Kyrgyz Republic,ODA-like,171000,KGZ,Asia
43027,2010,Russia,OOF-like, ,RUS,Central and Eastern Europe
43068,2007,Russia,OOF-like, ,RUS,Central and Eastern Europe
43072,2012,Russia,OOF-like, ,RUS,Central and Eastern Europe
43069,2009,Russia,OOF-like,15000000000,RUS,Central and Eastern Europe
40523,2009,Papua New Guinea,ODA-like, ,PNG,The Pacific
40524,2005,Papua New Guinea,Vague (Official Finance), ,PNG,The Pacific
40527,2005,Papua New Guinea,ODA-like,8542506,PNG,The Pacific
40528,2013,Samoa,ODA-like,2163659,WSM,The Pacific
40531,2007,Dominica,ODA-like,100000,DMA,Latin America and the Caribbean
40532,2007,Cook Islands,ODA-like,950000,COK,The Pacific
40701,2013,Costa Rica,Vague (Official Finance),100000000,CRI,Latin America and the Caribbean
40702,2013,Antigua & Barbuda,ODA-like,4842022,ATG,Latin America and the Caribbean
40723,2008,Costa Rica,ODA-like, ,CRI,Latin America and the Caribbean
40730,2014,Mozambique,ODA-like,133000000,MOZ,Africa
40732,2007,Mozambique,Vague (Official Finance), ,MOZ,Africa
40734,2014,Mozambique,ODA-like, ,MOZ,Africa
40764,2013,Grenada,ODA-like,25185185,GRD,Latin America and the Caribbean
40785,2012,Guyana,ODA-like,14400000,GUY,Latin America and the Caribbean
40801,2014,Zambia,ODA-like,41000000,ZMB,Africa
40802,2012,"Africa, regional",ODA-like, ,TZA; ZMB,Africa
40893,2014,Zambia,ODA-like,360000000,ZMB,Africa
40912,2014,Zambia,ODA-like, ,ZMB,Africa
40916,2000,Lebanon,ODA-like,600000,LBN,Middle East
40917,2001,Lebanon,ODA-like, ,LBN,Middle East
40919,2012,Zambia,Vague (Official Finance),60000000,ZMB,Africa
40920,2014,"Africa, regional",ODA-like, ,GHA; ZMB,Africa
40921,2014,Zambia,ODA-like, ,ZMB,Africa
40927,2003,Lebanon,ODA-like,5000000,LBN,Middle East
40928,2003,Lebanon,ODA-like,1000000,LBN,Middle East
40929,2003,Lebanon,ODA-like,180000,LBN,Middle East
40930,2014,Zambia,ODA-like, ,ZMB,Africa
40933,2006,Lebanon,ODA-like,2500000,LBN,Middle East
40963,2004,Syria,OOF-like, ,SYR,Middle East
40968,2013,Lebanon,ODA-like, ,LBN,Middle East
40975,2001,Jordan,ODA-like,600000,JOR,Middle East
40978,2001,Jordan,ODA-like,200000,JOR,Middle East
40982,2003,Jordan,ODA-like, ,JOR,Middle East
40983,2002,Jordan,ODA-like, ,JOR,Middle East
40986,2003,Jordan,ODA-like,7973868,JOR,Middle East
40987,2003,Jordan,ODA-like,519510,JOR,Middle East
40992,2007,Lebanon,ODA-like, ,LBN,Middle East
40995,2003,Turkey,ODA-like,30000,TUR,Central and Eastern Europe
40996,2008,Yemen,ODA-like,8000000,YEM,Middle East
40997,2009,Yemen,ODA-like,40000000,YEM,Middle East
40998,2014,Lebanon,Vague (Official Finance), ,LBN,Middle East
40999,2008,Yemen,ODA-like, ,YEM,Middle East
41000,2008,Yemen,ODA-like, ,YEM,Middle East
41002,2014,Yemen,ODA-like, ,YEM,Middle East
41003,2013,Yemen,ODA-like,5000000,YEM,Middle East
41004,2013,Yemen,ODA-like, ,YEM,Middle East
41005,2011,Lebanon,ODA-like, ,LBN,Middle East
41006,2010,Lebanon,ODA-like, ,LBN,Middle East
41007,2003,Lebanon,ODA-like, ,LBN,Middle East
41008,2003,Lebanon,ODA-like, ,LBN,Middle East
41022,2003,Jordan,ODA-like,1250000,JOR,Middle East
41023,2004,Jordan,ODA-like,20000,JOR,Middle East
41024,2004,Jordan,ODA-like,1200000,JOR,Middle East
41031,2010,Turkey,OOF-like, ,TUR,Central and Eastern Europe
41041,2011,Turkey,ODA-like,1000000,TUR,Central and Eastern Europe
41044,2011,Turkey,ODA-like, ,TUR,Central and Eastern Europe
41047,2009,Mexico,ODA-like,1000000,MEX,Latin America and the Caribbean
41048,2009,Mexico,ODA-like,4000000,MEX,Latin America and the Caribbean
41052,2013,Yemen,ODA-like, ,YEM,Middle East
41055,2011,Yemen,ODA-like, ,YEM,Middle East
41058,2009,Yemen,ODA-like, ,YEM,Middle East
41061,2008,Yemen,ODA-like, ,YEM,Middle East
41062,2004,Jordan,Vague (Official Finance),24000000,JOR,Middle East
41066,2007,Jordan,ODA-like,7800000,JOR,Middle East
41069,2007,Jordan,ODA-like, ,JOR,Middle East
41074,2008,Jordan,ODA-like,2600000,JOR,Middle East
41075,2007,Yemen,OOF-like,703683,YEM,Middle East
41077,2002,Yemen,ODA-like,84000000,YEM,Middle East
41082,2010,Syria,ODA-like, ,SYR,Middle East
41083,2006,Syria,OOF-like, ,SYR,Middle East
41084,2009,Syria,ODA-like, ,SYR,Middle East
41085,2009,Syria,ODA-like, ,SYR,Middle East
41086,2009,Palestinian Adm. Areas,ODA-like, ,PSE,Middle East
41087,2011,Syria,ODA-like, ,SYR,Middle East
41088,2011,Syria,ODA-like, ,SYR,Middle East
41096,2013,Argentina,OOF-like,84968550,ARG,Latin America and the Caribbean
41098,2002,Turkey,ODA-like,5000,TUR,Central and Eastern Europe
41110,2009,Lebanon,ODA-like, ,LBN,Middle East
41113,2010,Somalia,ODA-like,4431139,SOM,Africa
41115,2006,Lebanon,OOF-like, ,LBN,Middle East
41118,2011,Lebanon,ODA-like, ,LBN,Middle East
41119,2011,Namibia,ODA-like,16526348,NAM,Africa
41127,2000,Iraq,ODA-like, ,IRQ,Middle East
41141,2000,Yemen,Vague (Official Finance),70000000,YEM,Middle East
41148,2003,Yemen,Vague (Official Finance),4000000,YEM,Middle East
41170,2007,Yemen,ODA-like,2628973,YEM,Middle East
41171,2007,Yemen,Vague (Official Finance),5257947,YEM,Middle East
41172,2007,Yemen,Vague (Official Finance),31000000,YEM,Middle East
41176,2008,Yemen,Vague (Official Finance),59231170,YEM,Middle East
41177,2010,Yemen,Vague (Official Finance),8000000,YEM,Middle East
41180,2008,Yemen,ODA-like,300000,YEM,Middle East
41181,2009,Yemen,Vague (Official Finance),90400000,YEM,Middle East
41186,2009,Yemen,ODA-like,731913,YEM,Middle East
